9784	2	762.0	1
364	2	776.5	2
1308	2	776.5	3
2481	2	776.5	4
2706	2	776.5	5
3601	2	776.5	6
3843	2	776.5	7
4611	2	776.5	8
6099	2	776.5	9
7737	2	776.5	10
8334	2	776.5	11
8658	2	776.5	12
9383	2	776.5	13
9402	2	776.5	14
9653	2	776.5	15
9808	2	776.5	16
9872	2	776.5	17
261	2	813.5	18
1074	2	813.5	19
1537	2	813.5	20
1732	2	813.5	21
2371	2	813.5	22
2684	2	813.5	23
3059	2	813.5	24
3336	2	813.5	25
3512	2	813.5	26
3977	2	813.5	27
4465	2	813.5	28
4950	2	813.5	29
5205	2	813.5	30
6049	2	813.5	31
6419	2	813.5	32
6439	2	813.5	33
6584	2	813.5	34
7264	2	813.5	35
7741	2	813.5	36
8135	2	813.5	37
8770	2	813.5	38
374	2	820.0	39
947	2	820.0	40
1371	2	820.0	41
1680	2	820.0	42
1820	2	820.0	43
3192	2	820.0	44
4725	2	820.0	45
4850	2	820.0	46
5039	2	820.0	47
5526	2	820.0	48
6098	2	820.0	49
6261	2	820.0	50
7388	2	820.0	51
8740	2	820.0	52
255	2	834.5	53
351	2	834.5	54
448	2	834.5	55
844	2	834.5	56
923	2	834.5	57
1491	2	834.5	58
1585	2	834.5	59
3640	2	834.5	60
3783	2	834.5	61
5703	2	834.5	62
6725	2	834.5	63
7478	2	834.5	64
7528	2	834.5	65
7698	2	834.5	66
7797	2	834.5	67
9463	2	834.5	68
9681	2	834.5	69
9965	2	834.5	70
55	2	863.0	71
100	2	863.0	72
230	2	863.0	73
1379	2	863.0	74
1649	2	863.0	75
2821	2	863.0	76
2976	2	863.0	77
3430	2	863.0	78
3652	2	863.0	79
3684	2	863.0	80
4111	2	863.0	81
4246	2	863.0	82
4543	2	863.0	83
4869	2	863.0	84
5248	2	863.0	85
5416	2	863.0	86
5545	2	863.0	87
5614	2	863.0	88
6136	2	863.0	89
6245	2	863.0	90
6773	2	863.0	91
7269	2	863.0	92
7420	2	863.0	93
7678	2	863.0	94
7717	2	863.0	95
7783	2	863.0	96
7802	2	863.0	97
7934	2	863.0	98
8628	2	863.0	99
9984	2	863.0	100
12	27	64.2222	101
93	29	58.4138	102
103	26	58.3846	103
98	33	53.1212	104
92	26	48.8462	105
288	38	48.4474	106
281	26	48.0385	107
245	36	46.1667	108
484	29	45.5862	109
21	31	45.4194	110
381	40	44.325	111
27	33	43.5455	112
80	43	41.1163	113
22	44	40.8409	114
189	27	39.7037	115
87	32	38.1875	116
330	41	37.7561	117
13	48	37.0417	118
105	49	36.5918	119
34	41	36.3902	120
195	34	35.9706	121
378	27	35.3333	122
648	26	34.2308	123
222	50	33.18	124
36	59	31.4407	125
414	54	30.8333	126
311	28	30.6429	127
447	29	30.6207	128
49	64	30.2344	129
152	28	29.7857	130
78	55	28.5273	131
218	35	27.7143	132
186	36	27.6389	133
104	67	27.4925	134
396	33	27.2424	135
52	57	26.9825	136
6	67	26.7164	137
201	35	26.2857	138
850	30	24.6667	139
28	55	24.5455	140
165	42	23.5476	141
239	70	23.3286	142
171	36	23.0556	143
653	36	22.7222	144
62	88	22.3864	145
96	85	22.1529	146
333	46	20.9565	147
645	30	20.5667	148
25	73	20.4521	149
16	46	20.3478	150
51	59	19.6949	151
167	70	19.6714	152
139	57	19.6667	153
35	78	17.9487	154
114	52	17.2115	155
992	37	16.9189	156
73	56	16.4821	157
118	69	16.3478	158
94	37	16.2703	159
210	72	16.1528	160
150	70	15.5429	161
8	204	15.5294	162
941	28	15.0357	163
48	95	14.9263	164
66	145	14.8207	165
187	42	14.4286	166
170	75	14.1867	167
71	69	13.971	168
369	37	12.6757	169
60	91	12.4396	170
7	162	11.8889	171
69	156	11.6923	172
38	151	10.8013	173
31	120	10.2833	174
29	261	9.84291	175
3	706	9.77479	176
1	719	9.59944	177
10	328	9.33841	178
502	40	9.125	179
2	805	8.4323	180
0	921	8.35939	181
9	440	7.99545	182
4	511	7.88454	183
459	30	7.8	184
263	28	7.64286	185
119	293	7.48464	186
505	27	6.48148	187
529	35	6.11429	188
14	748	5.91444	189
91	29	5.72414	190
138	54	5.66667	191
184	52	5.30769	192
307	26	5.23077	193
50	100	5.09	194
99	108	4.99074	195
117	89	4.29213	196
765	44	3.79545	197
877	29	3.75862	198
485	31	3.51613	199
494	47	3.44681	200
