7388	2	820.0	141
8740	2	820.0	142
255	2	834.5	143
351	2	834.5	144
448	2	834.5	145
844	2	834.5	146
923	2	834.5	147
1491	2	834.5	148
1585	2	834.5	149
3640	2	834.5	150
3783	2	834.5	151
5703	2	834.5	152
6725	2	834.5	153
7478	2	834.5	154
7528	2	834.5	155
7698	2	834.5	156
7797	2	834.5	157
9463	2	834.5	158
9681	2	834.5	159
9965	2	834.5	160
55	2	863.0	161
100	2	863.0	162
230	2	863.0	163
1379	2	863.0	164
1649	2	863.0	165
2821	2	863.0	166
2976	2	863.0	167
3430	2	863.0	168
3652	2	863.0	169
3684	2	863.0	170
4111	2	863.0	171
4246	2	863.0	172
4543	2	863.0	173
4869	2	863.0	174
5248	2	863.0	175
5416	2	863.0	176
5545	2	863.0	177
5614	2	863.0	178
6136	2	863.0	179
6245	2	863.0	180
6773	2	863.0	181
7269	2	863.0	182
7420	2	863.0	183
7678	2	863.0	184
7717	2	863.0	185
7783	2	863.0	186
7802	2	863.0	187
7934	2	863.0	188
8628	2	863.0	189
9984	2	863.0	190
13	48	37.0417	191
105	49	36.5918	192
222	50	33.18	193
36	59	31.4407	194
414	54	30.8333	195
49	64	30.2344	196
78	55	28.5273	197
104	67	27.4925	198
52	57	26.9825	199
6	67	26.7164	200
28	55	24.5455	201
239	70	23.3286	202
62	88	22.3864	203
96	85	22.1529	204
25	73	20.4521	205
51	59	19.6949	206
167	70	19.6714	207
139	57	19.6667	208
35	78	17.9487	209
114	52	17.2115	210
73	56	16.4821	211
118	69	16.3478	212
210	72	16.1528	213
150	70	15.5429	214
8	204	15.5294	215
48	95	14.9263	216
66	145	14.8207	217
170	75	14.1867	218
71	69	13.971	219
60	91	12.4396	220
7	162	11.8889	221
69	156	11.6923	222
38	151	10.8013	223
31	120	10.2833	224
29	261	9.84291	225
3	706	9.77479	226
1	719	9.59944	227
10	328	9.33841	228
2	805	8.4323	229
0	921	8.35939	230
9	440	7.99545	231
4	511	7.88454	232
119	293	7.48464	233
14	748	5.91444	234
138	54	5.66667	235
184	52	5.30769	236
50	100	5.09	237
99	108	4.99074	238
117	89	4.29213	239
494	47	3.44681	240
