0.059830601092896174	6123	1.0
0.13572185792349725	8978	1.0
0.13988087431693988	6672	1.0
0.21303387978142077	2655	1.0
0.22249344262295082	7630	1.0
0.25682513661202183	954	1.0
0.27661092896174866	6651	1.0
0.3198191256830601	5452	1.0
0.5012409836065573	5200	1.0
0.5613879781420765	6195	1.0
0.5978961748633879	2833	1.0
0.6120327868852459	6937	1.0
0.6216448087431694	3051	1.0
0.6251584699453552	1539	1.0
0.7264918032786886	5598	1.0
0.7336666666666666	4437	1.0
0.776207650273224	4940	1.0
1.0359672131147541	308	1.0
1.1000601092896174	5785	1.0
1.112590163934426	1036	1.0
1.3592131147540985	1567	1.0
1.3834754098360655	8644	1.0
1.5450109289617486	3722	1.0
1.58072131147541	4461	1.0
1.6254371584699452	3529	1.0
1.950726775956284	7705	1.0
1.9736284153005463	8047	1.0
2.014120218579235	6882	1.0
2.04551912568306	4892	1.0
2.0852185792349727	4402	1.0
2.094224043715847	4264	1.0
2.1116448087431694	5089	1.0
2.111672131147541	2034	1.0
2.2099890710382515	2946	1.0
2.2489945355191256	7614	1.0
2.261830601092896	4257	1.0
2.326775956284153	2321	1.0
2.336415300546448	6085	1.0
2.373765027322404	5464	1.0
2.4499945355191253	6138	1.0
2.458224043715847	3388	1.0
2.659453551912568	6877	1.0
2.6916502732240435	5224	1.0
2.6928415300546447	1428	1.0
2.72072131147541	4587	1.0
2.765295081967213	3820	1.0
2.9282896174863384	4778	1.0
2.9440983606557376	7701	1.0
2.9686994535519124	8585	1.0
3.001912568306011	2720	1.0
3.0121311475409835	2796	1.0
3.023349726775956	9229	1.0
3.027426229508197	2689	1.0
3.1923387978142075	2719	1.0
3.20824043715847	2381	1.0
3.2222076502732238	8170	1.0
3.2441530054644807	7873	1.0
3.320169398907104	1347	1.0
3.3634535519125683	7348	1.0
3.3729125683060106	6132	1.0
3.3830710382513662	1011	1.0
3.4732459016393444	5543	1.0
3.549486338797814	4293	1.0
3.565349726775956	4036	1.0
3.569934426229508	4329	1.0
3.583256830601093	8000	1.0
3.6026284153005466	2505	1.0
3.6184153005464483	2341	1.0
3.619071038251366	4786	1.0
3.6623770491803276	5085	1.0
3.6690819672131143	2142	1.0
3.679213114754098	7725	1.0
3.6803661202185793	865	1.0
3.7757267759562843	8682	1.0
3.865207650273224	5314	1.0
3.917262295081967	9847	1.0
3.928486338797814	2927	1.0
4.042278688524591	5502	1.0
4.093939890710383	7803	1.0
4.134978142076503	7910	1.0
4.1474918032786885	5293	1.0
4.164360655737704	4010	1.0
4.204530054644809	107	1.0
4.207196721311475	3488	1.0
4.212234972677596	8643	1.0
4.259049180327869	5311	1.0
4.421426229508197	2282	1.0
4.488655737704917	266	1.0
4.527923497267759	2454	1.0
4.554404371584699	4852	1.0
4.573185792349727	872	1.0
4.59555737704918	1243	1.0
4.6365956284153	8796	1.0
4.665786885245901	675	1.0
4.757726775956284	5413	1.0
4.781928961748634	5329	1.0
4.789661202185792	4247	1.0
4.802169398907104	9084	1.0
4.810371584699453	6004	1.0
4.8196830601092895	7032	1.0
4.866956284153005	3047	1.0
4.878273224043715	6137	1.0
4.8894863387978145	9711	1.0
4.974251366120219	4622	1.0
4.998540983606557	1862	1.0
5.019486338797814	3521	1.0
5.063633879781421	671	1.0
5.0644207650273225	8923	1.0
5.065672131147541	4008	1.0
5.067863387978142	2650	1.0
5.116098360655737	9739	1.0
5.140655737704918	6490	1.0
5.153262295081967	5272	1.0
5.22388524590164	7028	1.0
5.281409836065574	2782	1.0
5.345289617486339	8074	1.0
5.36063387978142	5873	1.0
5.40127868852459	3821	1.0
5.41187431693989	782	1.0
5.412524590163934	2912	1.0
5.429251366120218	8509	1.0
5.51448087431694	6343	1.0
5.550273224043716	6367	1.0
5.557923497267759	3460	1.0
5.561420765027322	4527	1.0
5.567103825136612	3351	1.0
5.598633879781421	7496	1.0
5.599562841530054	2246	1.0
5.600710382513661	5715	1.0
5.60103825136612	8684	1.0
5.6267759562841535	9737	1.0
5.633551912568306	2842	1.0
5.699234972677596	4414	1.0
5.704699453551912	2612	1.0
5.716010928961749	5371	1.0
5.779071038251367	9178	1.0
5.78967213114754	298	1.0
5.790273224043716	3487	1.0
5.79191256830601	6504	1.0
5.806065573770492	8593	1.0
5.934644808743169	8312	1.0
5.9366666666666665	956	1.0
5.9375956284153	4758	1.0
5.996612021857923	4267	1.0
6.007759562841531	7661	1.0
6.013879781420765	7949	1.0
6.028251366120219	1992	1.0
6.110382513661202	6722	1.0
6.121147540983607	8443	1.0
6.1979781420765026	6315	1.0
6.2159016393442625	1780	1.0
6.22344262295082	232	1.0
6.227267759562841	8060	1.0
6.245027322404371	9944	1.0
6.302404371584699	1271	1.0
6.405901639344262	7291	1.0
6.415573770491803	5180	1.0
6.423333333333333	8622	1.0
6.457978142076502	8050	1.0
6.466065573770492	1601	1.0
6.47	8477	1.0
6.513278688524591	1405	1.0
6.517103825136612	4382	1.0
6.531967213114754	3199	1.0
6.551311475409836	6118	1.0
6.603224043715847	3950	1.0
6.657267759562842	8787	1.0
6.670218579234973	9150	1.0
6.69	6214	1.0
6.693333333333333	4307	1.0
6.756939890710382	7008	1.0
6.7650273224043715	3040	1.0
6.817158469945355	5088	1.0
6.8814754098360655	2942	1.0
6.95311475409836	1897	1.0
6.972841530054645	2418	1.0
6.972950819672131	1417	1.0
6.977650273224044	8080	1.0
7.0302185792349725	4808	1.0
7.09	5351	1.0
7.119344262295082	8089	1.0
7.152021857923497	9262	1.0
7.2156284153005465	3089	1.0
7.270983606557377	7681	1.0
7.277322404371584	358	1.0
7.295628415300547	4524	1.0
7.319125683060109	7881	1.0
7.334699453551913	8686	1.0
7.350273224043716	4277	1.0
7.424699453551913	7020	1.0
7.430273224043717	2896	1.0
7.4609289617486345	4428	1.0
7.4689617486338795	2119	1.0
7.624262295081968	8602	1.0
7.633715846994535	8366	1.0
7.821366120218579	8957	1.0
7.852185792349727	2027	1.0
7.945737704918033	8277	1.0
7.953551912568306	5087	1.0
7.985737704918033	1993	1.0
7.988306010928962	6334	1.0
8.109617486338799	6349	1.0
8.134754098360656	8732	1.0
8.143715846994535	9134	1.0
8.352677595628414	9263	1.0
8.372896174863389	9565	1.0
8.38688524590164	9394	1.0
8.399617486338798	8887	1.0
8.419453551912568	7162	1.0
8.548688524590164	6101	1.0
8.582295081967214	8636	1.0
8.58879781420765	9596	1.0
8.589180327868853	8782	1.0
8.614535519125683	21	1.0
8.625355191256832	187	1.0
8.691092896174863	4002	1.0
8.708360655737705	5274	1.0
8.721967213114754	277	1.0
8.756502732240438	1880	1.0
